,Perpetuum FSH/C,Enocean Eco 100,Clarkson U prototype,Michigan U PFIG,U Texas prototype Induc Vib,Seiko Kinetic watch,AA battery harvester,Socket,Kinetic flashlight,MIDE Voiture,Bistable buckling harvester,Heel-impact shoe harvester,Innowattech road/rail,Piezo backpack straps,U Texas prototype Piezo Vib,WindTamer,Leviathan,Enviro Engergies,Four Seasons,Humdinger Wind Belt,Michigan U piezo flag,Nova Energy tuna turbine,Columbia Power Manta buoy,Wing Wave Generator,Solar heat engine w/ mirrors,Tracking system,Inflatable mat,Big Belly trash compactor,Transparent film on window,Seiko Solar watch,Seiko Thermic watch,Enocean ECT 310 Perpetuum,Micropelt TE-power probe,Micropelt TE-power ring,Micropelt STM-PEM,Solar powered Sterling engine,Solar/wind streetlamp,Kinesis wind/solar,Hymini wind/solar/crank,74 Chevy Tailgate Support-RBS,Air Compressor 22,B&D Cordless Screwdriver,B&D Elec. Polisher,B&D Weed Trimmer,Battery Op. Toothbrush,Bissel Hand Vacuum,Black & Decker Elec. Knife,Black & Decker Sander,Braun Hand Blender,Bubble Machine,Bumble Ball Toy,Cadillac Slide-Out Visor-RBS,Corvette Vac 23,Crossfire Game,Dazey Fruit & Veg. Stripper-RBS,De walt sander,Dremel Electric Engraver-RBS,Durabuilt Hand Vacuum,Electric Can Opener,Electric Pencil Sharpener,Ertl Bumble Ball,F.Price Remote Control Car,Fisher Price Bubble Mower,Green Eagle Putting Cup,Hair Dryer,Hamilton  Elec. Mixer,Horseman Swimming Toy,Hot Glue Gun 21,Humidifier,Krups Cheese Grater,Mattel Bubble Extinguisher,Mini Pro Hair Dryer,Moen Kitchen Water Faucet,Mr. Coffee Coffee Maker-RBS,Mr. Coffee Iced Tea Maker-RBS,OverRider Toy Car,Paint Sprayer,Pneumatic Air Ratchet,Portable Fan,Power Caulk 20,Presto Popcorn Popper,Presto Salad Shooter,Radio Controlled Truck,Real Power Tool Shop,Regal Ware Electric Knife,SKIL Power Screwdriver-RBS,Salon Series 795 Hair Dryer,Salton Sandwich Maker,Stamp Machine 17,Super Maxx Ball Shooter-RBS,Takka-1000 Pasta Machine,Tape Rewinder 22,Toy Solar Car,Upright Vacuum Cleaner,Wagner Paint Roller,West Bend Iced Tea Maker-RBS,West Bend Mixer,WestBend Food Processor,Wet/Dry Vacuum,bicycle brake 18
Cadillac Slide-Out Visor-RBS,89.00962432313344,111.77662375706178,121.62059060980954,101.1140315596418,129.1282833149178,169.7391758620256,171.40958634811412,128.21332537204177,145.72446547838035,100.0428905275569,76.11088262602298,119.07171545120194,53.19869671151248,78.81790864058812,135.52911877872424,183.00077596707527,160.49119049361445,159.6193625418978,138.31674026954573,131.1043973869979,133.79228795606636,183.00077596707524,114.22444542853395,127.99585983742962,130.80159414036962,136.25765955515033,168.02281053707736,200.19025589426553,82.74057699666585,149.64048995660457,203.59303298204117,126.63659236288964,163.8116954077027,134.27345550005975,114.22444542853395,194.17270136820892,200.28940580608344,229.8792510415443,265.4014619752864,19.093184734493164,43.35769910264396,36.785929961447714,39.53647509551985,26.544881368225298,35.36269772063699,32.457531595833686,31.6422347045925,36.56216575404548,26.80784320521043,33.67581556289818,25.57505167764117,0.0,39.53235409529527,25.464842613844052,34.306126928365956,36.06049302016903,29.56312377849215,37.74150985410647,31.798600290555285,31.18400507579306,31.446499259110208,44.39287968214394,24.24669724525474,29.831441445332512,52.708680473679074,29.052314674580106,33.745877059804585,43.90213161374316,42.112734571110295,31.846790724720012,29.67914940709396,39.182546801789925,22.444951922717074,43.10192582012913,45.12312153148986,25.587576493708347,36.86892772380369,33.73756847073834,33.19141158842813,33.87796754863186,34.165997028794486,33.005213974790124,27.932903473143767,23.940296274118737,38.95496728627998,38.0221317583653,35.320072841452884,44.942895240186616,31.668605155996126,38.16946962253527,40.11935121675246,34.2028831886401,29.245109314989925,30.268487534196982,32.98884549970861,44.1523257969221,33.22098773704202,28.69571690520083,41.274820369673876,29.248355357757575
Corvette Vac 23,93.92460247575605,106.92151524876132,121.48563715591649,100.29558434054435,125.51125801678171,168.36969215693279,159.1515754434677,122.87058823179292,140.63909958907152,102.35172670015348,77.97618257604574,117.55202442694481,54.475049063807504,80.64245415849805,131.22472101761218,189.69119280829025,163.1979722361577,157.42481937943768,136.9657250441768,128.5424012804686,130.92397706931908,188.27799311822088,118.74531628336092,130.838944473593,127.364532445749,134.3754320701745,165.31679550686,194.54085699327788,86.29663507885404,143.6863125839954,192.9618448390712,123.64750770202482,155.78258684731497,132.34071239111302,110.42826036089076,191.1525460310874,189.78922114366964,217.3706873244547,251.6018758423441,41.97515195397556,38.80849095084896,51.436153384096166,39.09437396997228,30.464823090290928,37.09450724449525,21.939425851468236,34.88257368564909,34.43506839206394,36.8587009583711,48.335101461300326,41.594040583911834,39.53235409529527,0.0,36.22629829601552,35.46247201748113,32.3431962589119,34.11099228378161,30.07086536323826,26.749731970427465,29.8414335314971,42.963965580509125,55.11077208943567,39.50127736986453,39.746741742687306,54.04515341080702,40.81335699363646,38.76910815064093,39.349983978352086,43.89431742278856,29.035371152662893,32.29709185896039,38.71976979685415,32.63064373174751,34.62223279995207,36.437284444933084,40.306417825843276,39.45459957762035,46.90069391226159,31.831672199950837,40.81278297682695,33.161115488374946,31.5383060617076,41.50559318507128,35.484763637531024,42.615449004148346,44.99702153089457,40.72847119504499,42.487029123471174,35.078079334087086,39.95038040248758,40.30610242615292,40.97403389199917,43.66419617141675,29.01738815889265,34.56193835994762,33.77997277963509,36.163150237722164,26.319209178341218,34.18167628972087,45.99455864258303
Crossfire Game,86.1516992477196,102.8637623011906,117.14766136724258,92.6964121164692,119.66929731271992,161.50148473216092,158.24888698502008,123.47722013557006,139.43228214749254,92.8727418034784,68.6017516863798,115.42005863729203,44.940874580957114,73.56118176579668,127.60461697140278,182.95407963869462,154.86521763541668,147.68241427603945,127.36835483624037,126.61683909070547,128.99841487955598,182.95407963869462,111.64175334043173,126.76457917691909,118.46169321611124,126.62007855245326,166.1888176132121,190.2425689297874,84.51931662712094,143.28561052466395,197.34329265348583,119.74977929786806,159.0020295945411,125.6085038158256,109.42740371354203,186.1945410857532,186.57101407713932,215.89382599077862,251.43149774780926,33.28189626742659,40.14915850876432,37.401132718744215,33.152946886685044,25.20621607175753,30.876031753342154,30.38948242645873,25.97183884696687,33.318931007429555,27.6762005540996,27.28220676679033,28.30995272465535,25.464842613844052,36.22629829601552,0.0,30.31351161327391,29.062885404689005,31.02762268254285,35.347404832051396,27.966151714847438,29.641476034752227,33.40538363374384,40.616886169095515,24.556690281336774,31.360134319539323,53.9479370305429,26.86067690544439,28.614547338514743,32.56868319730494,45.97714846405714,23.155503486024433,29.273473128957317,40.894851014819594,26.90036998849667,41.776561196784854,43.22475377700927,29.41802411097008,37.97176172703534,31.79033594752844,39.244603356539095,29.76919367806871,28.770907207586202,28.470491514936764,31.898174093348768,24.75198900307631,32.3942536974948,32.2444405291729,38.85490095291044,39.51830440718075,28.102298953755465,34.997504226873886,37.46646359187062,29.099682774557273,29.197291925928695,24.395258580628667,27.46527204867222,42.387575283249326,31.265493536453523,30.28954528647221,35.66881819760921,29.210411065297208
Dazey Fruit & Veg. Stripper-RBS,85.93007247651575,99.62629549706129,108.83841072556187,93.02506083712251,117.43653311928665,160.17545183750684,158.0802306067413,129.79390204569322,143.22712697082721,94.36738706774727,74.24916244110918,107.31133188938676,46.76934265308132,80.53612483614963,121.33026351320387,174.36170098631015,149.71658165119945,153.27124815110614,130.3705503346726,126.46039516603743,127.43884675859813,175.76482518259996,120.81312909338294,119.14860845650347,112.44842420079988,116.40494845506635,167.09859644311098,183.50145724047428,83.12317502247753,143.80406818671094,197.66779233821418,122.60073299990134,156.69239016926937,121.91216686797617,106.68229036643905,184.75020468762918,182.84923801026608,212.64525426080024,243.40132915640712,33.59462661480945,45.23319226277823,38.67222497843591,30.2996357338016,26.206654411650096,37.309962545307314,31.15933748327925,19.919890548209445,24.864315069805482,29.25950113126632,42.013910280223556,32.36038691654386,34.306126928365956,35.46247201748113,30.31351161327391,0.0,22.423795956826197,29.186738531497753,34.70562138214423,21.32030897224129,21.010829389025545,36.27953454457091,48.077545687296976,36.48033756959477,35.730388465271155,50.66421007897631,32.58507024356784,36.43198034656213,43.47021253732348,47.30782420613757,22.13092721924145,38.91379459651959,36.23111819005456,36.17869890425097,34.848415231160935,35.912075322000476,35.009023487914924,40.182163822016776,36.82573325985874,37.99477948914097,36.89289996968308,36.951982409799164,24.73598336108615,32.725136508333264,27.43733981123551,34.639993375522096,36.40862568545867,36.36355720488878,39.60986760444537,37.3582320025931,45.081407950626165,37.58246540300437,36.01275015463542,37.77616634163392,32.75169306613453,35.171843036957554,35.59816767055139,32.95303103057942,26.063900425625143,40.293141567182985,34.94160759208039
De walt sander,82.27954931000396,105.37610318926681,110.36176279477553,93.16807189849541,114.30798778007139,164.38721927857097,151.53895852578287,128.64894335296034,142.5439481008152,86.11644009323874,64.59929050223475,114.93915366370766,43.556257748960164,77.7948110688153,121.59933743725693,189.43394275014523,157.2088128273885,155.0677326922135,129.7050581623435,125.10019033829414,127.48176612714462,189.4342798370441,117.98213701557609,130.76644493452224,113.83000946461533,122.45674474818095,164.70341473254112,188.11507890347272,81.35381617877799,141.99086589613643,194.54651291329225,114.8958006570159,156.08259373273884,126.59848673848448,106.07249392990853,187.2835006571999,180.79058798840532,212.483587723515,241.65028642983816,42.15127423016443,39.03679357742226,41.06733920141069,23.37507644133975,24.860224329723152,37.79971814413489,27.31628642920971,16.95512984503532,12.735499536720397,25.91533555688733,41.84768816371355,36.16922512112512,36.06049302016903,32.3431962589119,29.062885404689005,22.423795956826197,0.0,27.293773941825744,25.8073691301486,26.04940234772829,23.679292506685208,32.29705779153727,44.84207704853028,34.99663386410063,32.21950763483625,49.000736739957546,32.099172058126484,38.897083596771296,40.105956076444315,41.69054279087926,18.757430453164183,35.51505152178392,36.42652079374545,35.47650729966149,29.78533981428444,31.296564868868803,33.10404969071633,41.79076592856064,38.93960468972831,32.555654695969544,36.098411402851696,32.03840844100414,17.920996741285997,31.241847217973724,28.338279611947748,34.85198720324496,38.6809525952938,35.05099218221798,35.087318264895586,32.66513618088579,40.50308546263325,32.727535632561796,40.450002611137556,37.23646082259694,27.89371735779743,36.81438905375604,30.65663153599067,28.134510325531195,22.838601911239053,33.0605820413216,38.80671582936397
Dremel Electric Engraver-RBS,82.41697374070962,103.25216768381105,109.98364957461135,94.70738969628735,118.21829540546395,169.82642052090188,153.5853067300433,129.7592617962593,142.05815529519822,94.80043038751859,70.44469471652883,110.66940023380417,49.042920056680074,79.61988808935833,127.09073622404657,190.91414947254538,162.15690128204506,163.08684763342555,141.07921363674402,125.82763677208965,128.3915767958272,186.55295813475584,114.8953254458941,129.5305123095605,127.19314389061047,135.81083816574437,168.69666432395684,199.4427087799393,78.02770372157545,146.0792380091707,197.15972610240564,118.38907250068877,155.08334042478225,128.54010594619075,106.34179009293663,193.74444815698146,196.68584863867574,222.75641041385407,253.37051195393735,36.35939960165048,37.62977611785586,36.13677584735895,19.745671386733054,23.85922228187312,32.69664468998194,27.41976539344409,21.061400842080808,23.649014273478496,23.769474015954582,39.80262523668647,31.539613827515247,29.56312377849215,34.11099228378161,31.02762268254285,29.186738531497753,27.293773941825744,0.0,33.716845659064454,16.443528086566456,29.010976118937815,30.40865535680139,43.42909916005713,31.510083578473928,29.760121279401375,48.86053654266872,24.01401394094527,32.592428315438724,35.981680009981346,42.30268469821567,28.370828362213896,37.91920822112601,34.96440522199428,30.19552977649906,39.24534866709588,40.37203547875447,31.755063927423812,40.56687802821605,37.24060676157018,31.37451776177808,34.454885948024845,33.7896470306391,25.31151951769929,24.13164677127334,23.562772714355262,29.393840151880255,33.990415365814265,34.01843739560964,35.1235723051759,30.507750647321913,38.07693114303775,31.4125813082709,32.39312504824535,34.908364865375944,25.99813962072065,33.64228885310975,40.25813798136036,29.53927324253162,18.60751783353758,39.33813193117396,31.36416935857618
Durabuilt Hand Vacuum,96.86595857291657,118.37117290766295,124.64786293835331,100.99026027229084,121.82670740053932,166.81413282644075,163.39497466119116,129.0476273148425,146.4298372553058,96.34640813724198,75.76477671196794,128.06381925854367,53.839546417960086,83.64530216628239,126.94486288487455,194.64743566002866,167.3731727174688,160.70367584590304,136.1273630550911,135.3808415282195,137.76241731707,198.4922690406711,120.6116844558602,137.96828952019425,120.52879767293216,126.95375683977372,158.4103231978353,195.2298842721715,88.19633536564426,144.4318158712413,194.4151267569482,123.0636546262777,166.15706837648554,136.52293784957808,116.91576227707684,197.089322329255,184.83556656278938,214.48545397615013,248.71973465869723,42.288856302383195,37.68577253674428,33.09118662621035,36.01211064362796,27.193717249548737,33.642727523211576,26.591050504760506,32.40967213863083,29.548576834097112,31.85679720062087,43.53307137538303,34.40009839588657,37.74150985410647,30.07086536323826,35.347404832051396,34.70562138214423,25.8073691301486,33.716845659064454,0.0,30.258978722492238,33.75730812227191,29.23461432013925,46.518977986818115,36.39519717455988,36.20550907764284,52.37485999983218,36.30922050463785,37.72213995082966,48.572647048596664,44.075426540716094,27.160818864549665,36.02399346085734,37.909998320401904,38.048110524995835,38.69741531743936,40.80434291065414,37.21989200234472,42.382560823069774,42.02234736884718,34.654691596577614,34.04909589721534,33.35255379360538,30.760273407586702,33.21371695613442,31.737681168856092,45.19977156041773,32.44045407164411,39.21091799838177,43.632234912280666,40.42525396038295,38.79215696783561,39.52959626190578,45.309394866434374,43.5544360505994,31.65193074017685,37.55494108194125,39.60214485201705,34.996635241786336,30.492523174179443,25.813969447913863,47.36273791478985
Electric Can Opener,83.8299397098298,96.74807952467529,111.52804800410394,95.91747953305509,119.76269383495655,164.76367809827457,155.95277404997654,125.66227184199394,139.42371967740903,96.18387287451682,71.82813720352705,109.74204662946265,47.0431517135146,77.69538921357281,127.886953304642,181.47191561563383,154.5888773560926,155.81698712328807,134.69764058505723,123.49203022381225,125.87360601266278,181.4719156156338,114.50059150855978,122.44743750660021,120.85604238594743,129.01442772228944,167.19393177754466,193.49896691476084,76.98549540058488,143.5007205036485,197.36444465515177,121.836640379426,154.5821168234032,125.32513855934755,105.33716179188278,187.45216827393398,190.52118459722226,221.22922042438057,251.86844468063026,32.459985473798696,38.01047627442464,36.76972903739719,24.07550325911114,16.395132636801588,30.437597273060355,24.988379571304456,20.708486739353365,20.899766825157815,22.963649856860293,36.668867104394806,30.43810603945758,31.798600290555285,26.749731970427465,27.966151714847438,21.32030897224129,26.04940234772829,16.443528086566456,30.258978722492238,0.0,21.336252482118645,33.6653598798352,42.840377223384266,31.667878874773944,31.004598834613205,50.752612736082995,21.022219532439877,29.90023891290391,35.21276178532443,40.68482065187331,20.372319814323127,32.04984156952564,33.5006145399216,29.944961684515242,36.11966340123361,38.63923401178538,31.27407689760792,39.33370729798924,36.04826521932581,32.593226441248156,33.37032014307447,32.41693349839822,18.924287732458332,27.443092512197914,26.444954476575678,28.15403204771374,32.46564969596652,32.903781234106205,33.77011902494241,32.57185205945202,40.165668360834474,32.59229464268564,27.308839238179637,34.25705926451908,26.354062234115805,30.346170944561425,36.628412480339406,27.02151763231062,15.847704013005252,35.21002631571365,34.80058220044046
Electric Pencil Sharpener,83.06985556538113,105.94522729688477,110.31117859580718,86.01139655965449,114.57819132021628,169.03938125960383,155.8478364881092,122.959441414612,143.58538239599386,90.5879676723147,66.2623371396031,113.10895762706159,42.03473729956274,79.09048971991292,118.40517726797819,180.2665958940197,153.8324910577082,150.51799409111163,126.54274784069743,123.57013659587943,125.95171238472993,178.01954786763923,115.313868047904,117.47349277656696,112.9327428567315,116.78903130668147,160.72457544973042,186.0358099681132,76.33120728648188,146.21057178232363,200.1227854281566,116.07521318895891,154.22163974100417,122.39913543702019,104.21153993817384,183.08448644263447,180.1230698479691,221.3073106276774,248.566003571585,32.79303201910935,37.872001844342044,37.96818036852767,34.00531405753813,19.49099174119997,35.04786052378593,28.269294351184183,22.443218243263672,27.344071686239676,29.74739471119459,40.52056493287385,28.92626442812605,31.18400507579306,29.8414335314971,29.641476034752227,21.010829389025545,23.679292506685208,29.010976118937815,33.75730812227191,21.336252482118645,0.0,34.18371088404476,44.56481312723321,32.41680559402923,31.5950078896783,52.23244040835379,29.73374564647593,34.97261968396132,37.653823885822696,39.43414367862653,15.540474102521753,32.46290808177454,39.72811410920599,32.82923872493791,27.528500159182396,29.12339192560877,27.561107951613135,36.80830262116872,34.33258624301453,32.51950858836591,37.575304771615606,28.665900927351956,18.004726693588978,30.353769714294984,24.698325433996686,30.60530491742454,33.57730450378479,39.76595884755841,33.18563218600861,29.55003025292946,40.618471909319744,34.16632874859649,33.95104518777681,25.999233293252423,23.755526875750494,30.871538265888645,28.325182432212557,24.950041258710108,19.225171600378204,29.814806330759836,32.719485628684865
Ertl Bumble Ball,85.70664391051204,114.26052609180331,114.3308765780109,99.11753857192582,118.70615933816387,168.11339147955715,168.48326558398944,140.57485054151655,148.64493489214468,91.41809784737583,70.94770738468833,129.44757906869035,50.82729867746815,83.83251609247363,127.52740795461695,193.97233523909443,163.3041256093449,163.238640904853,138.26129928609504,129.34559133801855,131.89149295173394,191.6237042622853,114.73587565464756,130.8087949531601,118.73406871878493,127.75050185373038,165.52626675644026,201.46207614858585,80.80335795489344,146.92703129854726,200.78259533532454,123.3672943873285,163.63635115914127,132.4749656729162,114.2605260918033,194.0609043157981,187.58409134372522,227.71287041458163,258.1381061295921,35.64993039837515,38.697260676466364,29.671356603347704,36.2272047478217,26.234920963529532,28.06238240846836,34.74884993734814,31.059013368098533,34.21555255197023,25.386260917548803,36.586826497121876,15.25099437553427,31.446499259110208,42.963965580509125,33.40538363374384,36.27953454457091,32.29705779153727,30.40865535680139,29.23461432013925,33.6653598798352,34.18371088404476,0.0,35.513818116495194,25.39439693307073,30.94716371164871,49.94019248835394,25.586891040863286,25.51085431672861,49.465392393939794,40.69672655120648,32.60311569227252,34.14934240033402,35.417736614837686,30.320482323137732,41.31088809353611,42.88229215158867,24.308511958723997,36.71946731407277,32.2587180208052,29.971268474746488,30.198537279577742,36.084054512274,30.591343611191473,25.993976231614784,18.655715393916388,39.40840685567434,29.166462689762533,30.069825085870832,47.03083071626281,35.04839962588319,45.96532645123602,34.79752769718256,35.18354313736228,27.37607699597914,29.06459307308301,31.55717027929432,42.411447459163206,32.756451410015515,25.60283262045631,35.83027272186273,37.57774998520315
F.Price Remote Control Car,99.98567960246741,121.20666070293552,121.56635452002602,115.15129360869382,126.27750526488866,152.42031416806776,169.57093336972918,145.32732299543557,139.56092080877193,98.65357578939094,87.31286455133821,132.25702384426828,64.85232180680086,89.70248649149441,135.513982845234,189.2531236028393,162.71424797433025,168.22360065501908,147.53252452059164,146.78035549386084,138.75594990761067,196.99490605419095,120.88431838096433,141.3027370281392,117.68820643550556,127.52550676091252,161.76631081201185,190.68393548804278,94.56321604446131,136.04074033543992,189.60536740623928,131.9862524398392,175.63265255220216,141.1633131737059,126.04540257303341,191.0188768433491,186.6935144754126,217.94006040284955,249.51799742729793,51.240635365256274,45.677130853750995,39.48205656752518,39.96113906348704,37.799889156627344,29.808160075161993,47.62218372279182,38.374897135339765,42.066935367353935,28.1878985368462,39.643266102412255,33.908264146703964,44.39287968214394,55.11077208943567,40.616886169095515,48.077545687296976,44.84207704853028,43.42909916005713,46.518977986818115,42.840377223384266,44.56481312723321,35.513818116495194,0.0,35.5694269900238,40.40853406116797,46.585844852761646,32.79840656446306,27.752588511848703,60.22123967289242,52.89108184926586,44.99224920695441,45.44603371022208,42.81046821196195,44.03122384759497,55.59203971849698,57.32707097653695,28.08564817978412,44.33349783399629,40.60451701125045,41.219783203145354,41.71656351728841,45.61386724681873,42.708728531032875,34.233311644979835,35.90972426704064,41.009546415638404,40.37303350071652,40.44360160123946,52.97336517566108,49.98778593792045,58.01178811148792,42.19847090473553,36.693743258292855,35.39756697931147,38.25365665067923,33.41741702747759,56.51553437015693,34.52814604995964,40.38955923199293,50.36389807166471,52.95993106334931
Fisher Price Bubble Mower,88.92076685954304,111.24632689009503,122.59920348926413,102.54421538053856,129.2071819722193,166.7338912442933,171.9086082569816,136.05838098046272,143.79611413281782,98.82751693913127,74.90070981373316,123.86281295757725,52.54623167282189,78.74975456953109,135.658205274931,189.69062899042024,160.86907755756303,164.22725990635345,140.8500440320925,133.144532084123,135.5261078729735,186.5294671593843,107.31383786140353,126.78725083023257,125.68819367707664,133.86503984073647,164.91399333637688,207.41695588907612,80.77908797028817,146.63321065624518,200.27033637152587,122.44949602946367,160.2417670567597,130.04694259828833,112.15275018487998,191.5527929135751,197.19422001868935,229.53716859029342,263.74052762626354,31.513156330231105,38.88932485453932,40.17170750059346,35.384921899664526,24.316146167776292,32.338702523580565,32.0499232826564,31.903400801015508,36.40051455950093,26.32189960504525,17.47927313093214,24.807395142395105,24.24669724525474,39.50127736986453,24.556690281336774,36.48033756959477,34.99663386410063,31.510083578473928,36.39519717455988,31.667878874773944,32.41680559402923,25.39439693307073,35.5694269900238,0.0,29.166071339513202,53.0677537734758,22.564803324256737,24.89001201215244,42.15571107491241,36.76325895767095,33.22290484534817,22.296921930395428,38.01954650602377,21.494995146963547,37.27866736404408,39.1114889343784,25.469653064204625,28.86737540461662,28.693355888290547,31.90482492725569,30.323850547738644,28.928017029995235,29.976048842580454,27.8114661269436,21.8915215495663,39.95679851536323,37.67141272268924,35.28840908329274,45.49983917532708,26.903870251021825,38.059196102414234,33.953568687254936,28.381822388683936,24.449892942671525,24.09236129692819,21.605113488770918,38.13388259972813,30.562195653737035,24.417827235503516,34.12655397804542,33.14897135274283
Green Eagle Putting Cup,80.82142021319282,101.3773839280629,110.92324834045345,92.93372512669819,119.28663117834485,167.9064887339938,168.23746732011597,124.61425922657375,144.06659737875307,87.99127859124998,68.84428823317752,112.26556702430643,46.23331449597632,81.07060599802656,122.8152923537111,176.63719216691558,156.92363288731255,159.16200245202532,138.43799453002083,124.95426319698866,125.72566875817981,178.21777308243355,108.10712371842371,121.12474177999988,122.28817521269855,125.55046576623043,146.66604579864304,196.86275172535682,63.33335522109162,144.24479350787618,198.05491925708833,119.17559977301879,156.30096505802226,129.26044011602113,107.06212426276701,189.87470927670284,192.33226900218295,226.7326431017074,262.26103836476494,34.83422897555279,36.37916204678459,39.44904960159843,29.693951128310978,27.758402041256886,35.741727353013886,37.981180744502055,29.64026258981312,34.07916799621482,25.407523106298285,38.44737613168502,31.758199768962392,29.831441445332512,39.746741742687306,31.360134319539323,35.730388465271155,32.21950763483625,29.760121279401375,36.20550907764284,31.004598834613205,31.5950078896783,30.94716371164871,40.40853406116797,29.166071339513202,0.0,48.36739763072342,26.870163242245795,30.812667830745106,39.147587715279855,40.61285109066801,34.46920626649664,35.240701628392756,37.28539602108016,30.43251434054652,36.817292795155105,40.49066669850798,25.32396717999093,33.51833987638565,36.91304220933515,32.05709738059648,31.30357373788146,31.126874642034583,32.28781596751848,29.03425419038072,28.285948654849687,38.82567421454098,40.8120248016733,36.491243053691235,35.05488270159755,35.32773937563955,43.30659817369866,36.46404141783753,32.73132957033088,31.828237636362314,30.67543945042279,32.12879286415708,37.90301170476337,22.325974992783713,25.263203900306536,32.358516122914715,33.81369495789701
Hair Dryer,112.97987887043385,129.0274769081976,132.19452864613163,124.60260479195276,140.35205698989236,169.6257454522697,183.75789397157547,152.86663350613833,156.07819646770128,116.50126433536445,102.18975887267253,136.29748179150283,75.93211063801007,98.27750616889973,144.8075653426379,193.45498833901405,169.6992129413522,177.01199879777,155.49034293103423,147.405520334635,145.37889253197812,202.97260689764656,140.02777432331317,147.96870314381948,127.9483278575462,131.9016144503275,164.2646947916209,195.02168825975144,99.10013904191511,146.32717633692582,189.0958899809734,138.0221416376275,172.9380933012958,140.08051026922476,124.61939279311176,195.98253757137468,189.78107279807745,219.70165642017884,245.88432028837545,57.485658530474005,45.862725736506114,55.129237281220206,45.49651633251333,51.348395935629995,45.97533530563318,39.347687543965094,45.651200022715464,47.07618029121094,37.6942194684006,57.45721982606763,53.394644923309414,52.708680473679074,54.04515341080702,53.9479370305429,50.66421007897631,49.000736739957546,48.86053654266872,52.37485999983218,50.752612736082995,52.23244040835379,49.94019248835394,46.585844852761646,53.0677537734758,48.36739763072342,0.0,49.05622989840694,50.311482263102015,60.95808357808595,46.10397027440119,55.93360773539865,54.94128775130268,18.42200931952013,52.13997053744198,56.734686624402954,58.98208660065174,40.39172508217534,52.00693978990253,50.21142985979706,38.03504389843293,56.550619733288244,42.30813341843044,55.008495233573754,49.15634670477884,49.42456000342288,50.19355017266969,56.90982643859492,25.957441587080837,50.98324559230885,63.367125679815075,60.699244990743935,50.43804204340481,56.55070141895901,49.595415031693136,41.456127773562955,53.17192559286003,57.15569359666257,43.905856324297886,50.41644836155356,54.98798203752553,62.59588542795927
Hamilton  Elec. Mixer,87.95685168120488,110.29501667803368,115.67798539045992,103.52310884238199,124.34778929237092,167.08464958662034,169.54068634158648,138.7931478320543,146.3745536583986,96.02873441038052,75.4286950532663,123.87091199850514,54.14634849856246,84.07908600194583,132.79078692185672,187.95764674177218,160.24557025671163,163.55060698199404,141.4455017147006,131.40577575630147,132.52926932803354,189.53822765729015,114.22750570672522,129.2056773553727,124.85315028211713,133.4616141435921,166.6935351850733,203.54177204512527,80.47143985353247,147.67762685773897,201.06414498664537,125.35176621549918,163.1204709870978,132.58940246257418,113.74464591975985,191.715059730174,193.6162932779236,228.2985682715667,261.1211432308578,36.22464733462447,38.57585972946978,34.75209929779062,27.75863891984454,20.484145449136513,27.274435660758144,35.38927432588891,26.85325484845368,33.49110745684933,18.60052359434744,29.195480354475585,25.341949007300194,29.052314674580106,40.81335699363646,26.86067690544439,32.58507024356784,32.099172058126484,24.01401394094527,36.30922050463785,21.022219532439877,29.73374564647593,25.586891040863286,32.79840656446306,22.564803324256737,26.870163242245795,49.05622989840694,0.0,26.12562623705992,42.618813344589995,36.41072541099852,29.122779279324032,32.00156712183554,32.93775545029126,25.511125205053876,38.47416794147612,39.98597848882207,19.55378508508278,37.54781194185993,30.659354103042574,32.56242252597813,30.018888914612955,33.09044803792709,23.57183822912276,15.869181965933805,20.670461479843432,32.15919870571986,32.21184132373688,29.790597996424268,39.667854444911626,33.11756322055733,37.96426285971749,25.25034934772604,23.32676575137522,27.50947221664876,23.554949321437284,27.437402983049523,39.556645291093176,25.817196234772297,20.68959840302382,37.96459316486012,31.576667560570243
